,level_0,text,sentiment
469,469,the doggy is sad  cheer up jessie,sadness
470,470,im sick and sad its cold,sadness
471,471,i wish i could of been at commencement this yr  i wonder if theyre really going to protest,worry
472,472,my macs hard drive crashed then i brought it to powermac they couldnt recover the files  no back up,worry
473,473,i keep coughing my guts up,sadness
474,474,a,neutral
475,475,last thursday or yesterday that sucks i missed it  was it at lunch time ox,sadness
476,476,feels guility  sorry bout that,worry
477,477,hhaha now i wanna cry too,sadness
478,478,sigh still seos are submitting their client sites with part or no contact information on i really dont know how to make them read,worry
479,479,in the uk with no phone service  oh yea and still sick cough sniff,worry
480,480,sigh  how are you,neutral
481,481,i am living in ignorance,sadness
482,482,the renegades last day was today andwell hes gone didnt catch him  gutted closest he came to greenock was kilmacolm,happiness
483,483,dammit no one tweet from september noodles is also taken,worry
484,484,im not ready for tomorrows competition,worry
485,485,hulu desktop looks nice but not for my region,sadness
486,486,well that was an interesting attempt at the commute to work didnt exactly plan to end up where i did thoughgreat,happiness
487,487,i knew i shouldnt have confessed to using phone to look up answers in pub quiz a shame is now upon me,sadness
488,488,zombie wrangler sounds like fun i dont have halo wars,happiness
489,489,its too early  i wanna go back to sleeep,sadness
490,490,feel your pain with the hayfever  forgot to take mine yesterday again,sadness
491,491,heavens not good  i can empathise fingers crossed it doesnt come to anything and you can sleep easy wishing for the best,worry
492,492,its times like these that i miss manila im not feeling up to myself lately,worry
493,493,yay but u have no idea what you look like,neutral
494,494,dagnamit latest power twitter update is pants  no clickable links,sadness
495,495,pretty sure my laptop just died  hp dv wireless problems constantly tons of heat wont start at all now fried circuit,worry
496,496,ive been well thx just getting up for an early morning meeting and wondering why i agreed to it dont like getting up early,neutral
497,497,ohhh ok thats upsetting  sorry for wasting your time,sadness
498,498,i m totally confused and bored my life must change,sadness
499,499,poor love  hope you get to relax somehow on the weekend,sadness
500,500,no way what about sydney  yeah you guys are like the semiolder version of short stack however with the same talent,worry
501,501,i am such a worthless person no one i love loves me back the way that they should,sadness
502,502,wish i was home in time for the  today,worry
503,503,please get a cell phone with a better camera on it your  are real bad quality compared to those that miley took,worry
504,504,is on twitter for the second day running this is what study leave does to me if only my car were in one piece,sadness
505,505,the day goes on and oni think im gonna write a song about it still thinking its impossible for me to get a true friend  why,sadness
506,506,fyi connie and carla is not as totally awesome as the previews make it seem  sorry about that one,happiness
507,507,no food since woke up,worry
508,508,suspect taxman is at fault,neutral
509,509,this month was a bad month to try and get an advert together for kobold quarterly,neutral
510,510,waiting for hetzner to fix my server seems like interspire sendstudio caused the problems,worry
511,511,our neighbors cat died  i really loved him,worry
512,512,are you blogging yet i miss you writing,worry
513,513,academy rector with tons of tutors looks like the way to go since all the good trix draw engines and mana accel is gone,neutral
514,514,driving to work running late like always no time for starbucks,sadness
515,515,doesnt want to go to work,worry
516,516,post man pat has now beenstill no birthday cards from yous,worry
517,517,this is horrible lauren cant go out no more and arghhh i really fancied going out tonight looks like a day and night in grrreeaaattt,worry
518,518,castlebar doesnt have d so im going to galway to see the jb d movie but that could be next week or the one after that,neutral
519,519,themoon do you mean  jim bob obviously or  fruitbat i think jim bob played brixton at the weekend cldnt go,neutral
520,520,long todo list little desire to do it all,worry
521,521,seeeeeeeeed tengo sed,neutral
522,522,finally a beautiful sunny day in atlanta too bad im stuck inside working,happiness
523,523,girl yes as if having it where you cant see it wont gross enough,sadness
524,524,got a limit sell   for even pretty much cover commissions didnt like my entry on this one,worry
525,525,i forget how much i miss my tribe til i have limited access to talking to them spotty internet in the country so i wont be here long,sadness
526,526,its my last friday of my high school years,sadness
527,527,poor you  get outside and sleep in the garden the sun will do you good but dont forget suncream,neutral
528,528,is soo bored its lovley day outside but nuttin to do,neutral
529,529,sun  where are you,worry
530,530,c reheadaches my wife is in the same situation and has finally decided to go with meds because its just too much,worry
531,531,hahaha thanks for clearing up the,happiness
532,532,getting ready for the day out then work till close,happiness
533,533,work out now actual work,neutral
534,534,is starvinghas a chem quiz due at noon,worry
535,535,about to go to my last theater lunch  im gonna cry,sadness
536,536,very lonely here in gosforth gallery  but excited for meal at six followed by antony and the johnsons tonight woohoo,happiness
537,537,the internetz is busy this friday morning google wave hulu desktop microsofts bing tweetie update and megan fox as wonder woman,neutral
538,538,garden going well almost all the corn and peas are up no onions or beets up yet though,worry
539,539,i only have,worry
540,540,ive been sick for the past few days  and thus my hair looks wierd  if i didnt have a hat on it would look,sadness
541,541,forgot to set the alarm for a am ride  hope i can get in a few easy miles after work  tomorrow racin the gap,worry
542,542,im at my saddest right now i lost my mobile phone earphones waz feels a little incomplete and i feel the same,sadness
543,543,i widddd but ill be on a bus to londonalso,neutral
544,544,off to revise again now,neutral
545,545,m working on a logo on photoshopit didnt work out  hehe try again lah,worry
546,546,come back for another year  pllleeeaaasse,neutral
547,547,told verizon not to send anyone before  he showed up at  gotta deal with this  now dunno how long ill be offline,worry
548,548,i only hav  followers,sadness
549,549,ohmy foots hurting now about  minutes after i took it out though,sadness
550,550,oh no adult school again,worry
551,551,sorry to hear ur flight got cancelled  that blows,worry
